device,packet_window,total_bytes,avg_packet_size,max_packet_size,min_packet_size,tcp_ratio,unique_dest_ports,unique_dest_ips,device_type
14:cc:20:51:33:ea,818,108418,108.418,1514,43,0.916,33,14,Non-IoT
14:cc:20:51:33:ea,819,96620,96.62,1510,43,0.956,33,13,Non-IoT
14:cc:20:51:33:ea,820,73080,73.08,499,43,0.974,18,12,Non-IoT
14:cc:20:51:33:ea,821,94094,94.094,1510,43,0.914,33,13,Non-IoT
14:cc:20:51:33:ea,822,91540,91.54,1514,43,0.922,37,14,Non-IoT
14:cc:20:51:33:ea,823,89408,89.408,1514,43,0.935,29,14,Non-IoT
14:cc:20:51:33:ea,824,81282,81.282,753,43,0.907,26,13,Non-IoT
14:cc:20:51:33:ea,825,95566,95.566,1514,43,0.908,42,15,Non-IoT
14:cc:20:51:33:ea,826,85923,85.923,1510,43,0.942,27,14,Non-IoT
14:cc:20:51:33:ea,827,97247,97.247,1514,43,0.96,27,12,Non-IoT
14:cc:20:51:33:ea,828,80286,80.286,753,43,0.932,29,13,Non-IoT
14:cc:20:51:33:ea,829,91992,91.992,1514,43,0.92,36,13,Non-IoT
14:cc:20:51:33:ea,830,80218,80.218,753,43,0.94,23,13,Non-IoT
14:cc:20:51:33:ea,831,81302,81.302,1514,43,0.952,28,13,Non-IoT
14:cc:20:51:33:ea,832,90836,90.836,1514,43,0.932,41,14,Non-IoT
14:cc:20:51:33:ea,833,87730,87.73,1510,43,0.942,26,14,Non-IoT
14:cc:20:51:33:ea,834,82035,82.035,1514,43,0.924,39,13,Non-IoT
14:cc:20:51:33:ea,835,169411,169.411,1514,43,0.938,35,15,Non-IoT
14:cc:20:51:33:ea,836,83940,83.94,542,43,0.904,33,14,Non-IoT
14:cc:20:51:33:ea,837,80783,80.783,753,43,0.932,36,14,Non-IoT
14:cc:20:51:33:ea,838,83537,83.537,1514,43,0.954,25,14,Non-IoT
14:cc:20:51:33:ea,839,89708,89.708,1510,43,0.93,38,13,Non-IoT
14:cc:20:51:33:ea,840,83010,83.01,1514,43,0.942,30,13,Non-IoT
14:cc:20:51:33:ea,841,83106,83.106,1484,43,0.954,24,12,Non-IoT
14:cc:20:51:33:ea,842,89150,89.15,1514,43,0.938,28,14,Non-IoT
14:cc:20:51:33:ea,843,84649,84.649,1514,43,0.938,26,14,Non-IoT
14:cc:20:51:33:ea,844,85506,85.506,1514,43,0.944,24,12,Non-IoT
14:cc:20:51:33:ea,845,83177,83.177,1514,43,0.918,39,12,Non-IoT
14:cc:20:51:33:ea,846,94231,94.231,1514,43,0.913,45,14,Non-IoT
14:cc:20:51:33:ea,847,126231,126.231,1514,43,0.953,32,12,Non-IoT
14:cc:20:51:33:ea,848,82916,82.916,1514,43,0.943,34,13,Non-IoT
14:cc:20:51:33:ea,849,84174,84.174,1514,43,0.931,33,13,Non-IoT
14:cc:20:51:33:ea,850,83053,83.053,453,43,0.907,26,12,Non-IoT
14:cc:20:51:33:ea,851,78573,78.573,753,43,0.945,33,13,Non-IoT
14:cc:20:51:33:ea,852,100154,100.154,1514,43,0.908,33,14,Non-IoT
14:cc:20:51:33:ea,853,851248,851.248,1514,54,0.97,33,6,Non-IoT
14:cc:20:51:33:ea,854,369182,369.182,1514,43,0.966,36,12,Non-IoT
14:cc:20:51:33:ea,855,136548,136.548,1514,43,0.954,40,12,Non-IoT
14:cc:20:51:33:ea,856,194124,194.124,1484,43,0.964,29,12,Non-IoT
14:cc:20:51:33:ea,857,100976,100.976,1514,43,0.936,33,14,Non-IoT
14:cc:20:51:33:ea,858,81542,81.542,1514,43,0.948,28,13,Non-IoT
14:cc:20:51:33:ea,859,73540,73.54,342,43,0.946,31,13,Non-IoT
14:cc:20:51:33:ea,860,80890,80.89,753,43,0.934,24,13,Non-IoT
14:cc:20:51:33:ea,861,92278,92.278,1514,43,0.936,35,13,Non-IoT
14:cc:20:51:33:ea,862,82676,82.676,1514,43,0.934,36,11,Non-IoT
14:cc:20:51:33:ea,863,87218,87.218,1514,43,0.932,30,13,Non-IoT
14:cc:20:51:33:ea,864,86778,86.778,1514,43,0.926,37,13,Non-IoT
14:cc:20:51:33:ea,865,74142,74.142,753,43,0.946,27,13,Non-IoT
14:cc:20:51:33:ea,866,82372,82.372,499,43,0.926,29,12,Non-IoT
14:cc:20:51:33:ea,867,86020,86.02,1514,43,0.944,34,12,Non-IoT
14:cc:20:51:33:ea,868,93182,93.182,1514,43,0.916,49,11,Non-IoT
14:cc:20:51:33:ea,869,83012,83.012,753,43,0.924,37,14,Non-IoT
14:cc:20:51:33:ea,870,86582,86.582,546,43,0.902,46,12,Non-IoT
14:cc:20:51:33:ea,871,76796,76.796,753,43,0.96,27,10,Non-IoT
14:cc:20:51:33:ea,872,78863,78.863,499,43,0.935,40,11,Non-IoT
14:cc:20:51:33:ea,873,98727,98.727,1514,43,0.93,45,12,Non-IoT
14:cc:20:51:33:ea,874,86598,86.598,499,43,0.909,44,14,Non-IoT
14:cc:20:51:33:ea,875,84914,84.914,753,43,0.93,37,13,Non-IoT
14:cc:20:51:33:ea,876,84974,84.974,499,43,0.909,46,12,Non-IoT
14:cc:20:51:33:ea,877,87590,87.59,1514,43,0.943,34,12,Non-IoT
14:cc:20:51:33:ea,878,89698,89.698,1514,43,0.938,43,11,Non-IoT
14:cc:20:51:33:ea,879,82940,82.94,753,43,0.927,48,12,Non-IoT
14:cc:20:51:33:ea,880,90896,90.896,1514,43,0.937,34,11,Non-IoT
14:cc:20:51:33:ea,881,97914,97.914,1514,43,0.88,56,13,Non-IoT
14:cc:20:51:33:ea,882,106446,106.446,1510,43,0.926,38,13,Non-IoT
14:cc:20:51:33:ea,883,91060,91.06,1514,43,0.923,46,13,Non-IoT
14:cc:20:51:33:ea,884,85630,85.63,1514,43,0.935,41,11,Non-IoT
14:cc:20:51:33:ea,885,91618,91.618,1514,43,0.918,41,13,Non-IoT
14:cc:20:51:33:ea,886,86104,86.104,753,43,0.906,43,13,Non-IoT
14:cc:20:51:33:ea,887,105812,105.812,1514,43,0.92,49,14,Non-IoT
14:cc:20:51:33:ea,888,88002,88.002,753,43,0.92,40,13,Non-IoT
14:cc:20:51:33:ea,889,79940,79.94,753,43,0.936,36,14,Non-IoT
14:cc:20:51:33:ea,890,98242,98.242,1514,43,0.934,38,13,Non-IoT
14:cc:20:51:33:ea,891,88710,88.71,753,43,0.914,47,15,Non-IoT
14:cc:20:51:33:ea,892,92306,92.306,753,43,0.904,42,13,Non-IoT
14:cc:20:51:33:ea,893,89702,89.702,499,43,0.932,45,13,Non-IoT
14:cc:20:51:33:ea,894,108416,108.416,1514,43,0.898,54,14,Non-IoT
14:cc:20:51:33:ea,895,92154,92.154,753,43,0.9,45,14,Non-IoT
14:cc:20:51:33:ea,896,88486,88.486,499,43,0.918,44,11,Non-IoT
14:cc:20:51:33:ea,897,85167,85.167,753,43,0.921,42,14,Non-IoT
14:cc:20:51:33:ea,898,104187,104.187,1514,43,0.901,48,14,Non-IoT
14:cc:20:51:33:ea,899,83650,83.65,1514,43,0.952,30,13,Non-IoT
14:cc:20:51:33:ea,900,112942,112.942,1514,43,0.878,66,14,Non-IoT
14:cc:20:51:33:ea,901,120472,120.472,1514,43,0.894,56,15,Non-IoT
14:cc:20:51:33:ea,902,82974,82.974,499,43,0.938,38,12,Non-IoT
14:cc:20:51:33:ea,903,92796,92.796,1514,43,0.943,32,13,Non-IoT
14:cc:20:51:33:ea,904,89220,89.22,753,43,0.909,36,14,Non-IoT
14:cc:20:51:33:ea,905,95564,95.564,1514,43,0.896,43,15,Non-IoT
14:cc:20:51:33:ea,906,77470,77.47,753,43,0.94,32,13,Non-IoT
14:cc:20:51:33:ea,907,79402,79.402,753,43,0.946,25,12,Non-IoT
14:cc:20:51:33:ea,908,105068,105.068,1514,43,0.896,45,15,Non-IoT
14:cc:20:51:33:ea,909,83528,83.528,1514,43,0.917,32,14,Non-IoT
14:cc:20:51:33:ea,910,89708,89.708,1514,43,0.939,28,13,Non-IoT
14:cc:20:51:33:ea,911,95526,95.526,1514,43,0.928,42,14,Non-IoT
14:cc:20:51:33:ea,912,81450,81.45,526,43,0.914,36,15,Non-IoT
14:cc:20:51:33:ea,913,76814,76.814,753,43,0.936,27,12,Non-IoT
14:cc:20:51:33:ea,914,93257,93.257,1514,43,0.91,30,14,Non-IoT
14:cc:20:51:33:ea,915,109437,109.437,1514,43,0.878,52,14,Non-IoT
14:cc:20:51:33:ea,916,87064,87.064,1514,43,0.933,31,14,Non-IoT
14:cc:20:51:33:ea,917,91688,91.688,1514,43,0.905,41,14,Non-IoT
14:cc:20:51:33:ea,918,79208,79.208,753,43,0.948,31,13,Non-IoT
14:cc:20:51:33:ea,919,100918,100.918,1514,43,0.908,37,14,Non-IoT
14:cc:20:51:33:ea,920,104985,104.985,1514,43,0.894,40,14,Non-IoT
14:cc:20:51:33:ea,921,91423,91.423,1510,43,0.912,33,13,Non-IoT
14:cc:20:51:33:ea,922,82589,82.589,1514,43,0.945,28,12,Non-IoT
14:cc:20:51:33:ea,923,96291,96.291,1514,43,0.903,39,14,Non-IoT
14:cc:20:51:33:ea,924,77401,77.401,499,43,0.942,31,13,Non-IoT
14:cc:20:51:33:ea,925,78473,78.473,753,43,0.94,32,12,Non-IoT
14:cc:20:51:33:ea,926,96276,96.276,1514,43,0.906,33,15,Non-IoT
14:cc:20:51:33:ea,927,80188,80.188,1514,43,0.94,29,13,Non-IoT
14:cc:20:51:33:ea,928,81316,81.316,753,43,0.924,26,12,Non-IoT
14:cc:20:51:33:ea,929,86593,86.593,1514,43,0.939,35,14,Non-IoT
14:cc:20:51:33:ea,930,126291,126.291,1514,43,0.939,35,13,Non-IoT
14:cc:20:51:33:ea,931,87862,87.862,1514,43,0.914,31,12,Non-IoT
14:cc:20:51:33:ea,932,90602,90.602,1514,43,0.93,38,15,Non-IoT
14:cc:20:51:33:ea,933,84232,84.232,1266,43,0.918,31,14,Non-IoT
14:cc:20:51:33:ea,934,83114,83.114,1514,43,0.938,35,12,Non-IoT
14:cc:20:51:33:ea,935,94790,94.79,1514,43,0.932,35,13,Non-IoT
14:cc:20:51:33:ea,936,86610,86.61,753,43,0.914,21,15,Non-IoT
14:cc:20:51:33:ea,937,97438,97.438,1510,43,0.914,38,13,Non-IoT
14:cc:20:51:33:ea,938,111192,111.192,1514,43,0.892,46,14,Non-IoT
14:cc:20:51:33:ea,939,90034,90.034,1484,43,0.93,33,15,Non-IoT
14:cc:20:51:33:ea,940,81648,81.648,753,43,0.922,31,13,Non-IoT
14:cc:20:51:33:ea,941,92282,92.282,1514,43,0.926,36,13,Non-IoT
14:cc:20:51:33:ea,942,83764,83.764,753,43,0.904,31,14,Non-IoT
14:cc:20:51:33:ea,943,97308,97.308,1514,43,0.888,35,14,Non-IoT
14:cc:20:51:33:ea,944,109126,109.126,1514,43,0.924,41,13,Non-IoT
14:cc:20:51:33:ea,945,80880,80.88,753,43,0.924,27,14,Non-IoT
14:cc:20:51:33:ea,946,95822,95.822,1514,43,0.892,35,14,Non-IoT
14:cc:20:51:33:ea,947,97194,97.194,1514,43,0.924,37,13,Non-IoT
14:cc:20:51:33:ea,948,89936,89.936,1514,43,0.914,37,14,Non-IoT
14:cc:20:51:33:ea,949,82262,82.262,753,43,0.904,32,14,Non-IoT
14:cc:20:51:33:ea,950,86258,86.258,1514,43,0.921,37,14,Non-IoT
14:cc:20:51:33:ea,951,118770,118.77,1514,43,0.939,35,15,Non-IoT
14:cc:20:51:33:ea,952,360528,360.528,1484,43,0.968,30,13,Non-IoT
14:cc:20:51:33:ea,953,91652,91.652,1514,43,0.888,42,14,Non-IoT
14:cc:20:51:33:ea,954,99606,99.606,1514,43,0.918,46,14,Non-IoT
14:cc:20:51:33:ea,955,100956,100.956,1514,43,0.918,36,14,Non-IoT
14:cc:20:51:33:ea,956,93871,93.871,1514,43,0.91,43,15,Non-IoT
14:cc:20:51:33:ea,957,86621,86.621,1514,43,0.928,36,14,Non-IoT
14:cc:20:51:33:ea,958,78110,78.11,753,43,0.92,29,14,Non-IoT
14:cc:20:51:33:ea,959,87852,87.852,1514,43,0.926,38,15,Non-IoT
14:cc:20:51:33:ea,960,95632,95.632,1514,43,0.926,35,14,Non-IoT
14:cc:20:51:33:ea,961,99248,99.248,1514,43,0.876,43,15,Non-IoT
14:cc:20:51:33:ea,962,76142,76.142,753,43,0.936,26,14,Non-IoT
14:cc:20:51:33:ea,963,93884,93.884,1514,43,0.906,39,13,Non-IoT
14:cc:20:51:33:ea,964,154702,154.702,1514,43,0.928,41,13,Non-IoT
14:cc:20:51:33:ea,965,88202,88.202,753,43,0.896,36,14,Non-IoT
14:cc:20:51:33:ea,966,96140,96.14,1514,43,0.922,41,13,Non-IoT
14:cc:20:51:33:ea,967,86972,86.972,1069,43,0.916,35,15,Non-IoT
14:cc:20:51:33:ea,968,93726,93.726,1514,43,0.93,56,12,Non-IoT
14:cc:20:51:33:ea,969,95920,95.92,1514,43,0.896,46,15,Non-IoT
14:cc:20:51:33:ea,970,107884,107.884,1514,43,0.926,36,13,Non-IoT
14:cc:20:51:33:ea,971,82538,82.538,753,43,0.926,32,14,Non-IoT
14:cc:20:51:33:ea,972,94240,94.24,1514,43,0.888,36,15,Non-IoT
14:cc:20:51:33:ea,973,85318,85.318,1514,43,0.912,37,12,Non-IoT
14:cc:20:51:33:ea,974,100146,100.146,1514,43,0.884,44,15,Non-IoT
14:cc:20:51:33:ea,975,79572,79.572,753,43,0.918,35,13,Non-IoT
14:cc:20:51:33:ea,976,102484,102.484,1514,43,0.904,32,15,Non-IoT
14:cc:20:51:33:ea,977,96212,96.212,1510,43,0.906,40,15,Non-IoT
14:cc:20:51:33:ea,978,78862,78.862,753,43,0.924,32,13,Non-IoT
14:cc:20:51:33:ea,979,109848,109.848,1514,43,0.892,36,14,Non-IoT
14:cc:20:51:33:ea,980,83714,83.714,1514,43,0.92,40,13,Non-IoT
14:cc:20:51:33:ea,981,96688,96.688,1514,43,0.89,36,14,Non-IoT
14:cc:20:51:33:ea,982,84240,84.24,1514,43,0.936,32,14,Non-IoT
14:cc:20:51:33:ea,983,87036,87.036,753,43,0.902,25,13,Non-IoT
14:cc:20:51:33:ea,984,96964,96.964,1514,43,0.91,45,14,Non-IoT
14:cc:20:51:33:ea,985,99206,99.206,1514,43,0.926,41,14,Non-IoT
14:cc:20:51:33:ea,986,100848,100.848,1514,43,0.918,42,14,Non-IoT
14:cc:20:51:33:ea,987,83110,83.11,753,43,0.91,35,14,Non-IoT
14:cc:20:51:33:ea,988,87277,87.277,1514,43,0.932,34,12,Non-IoT
14:cc:20:51:33:ea,989,87912,87.912,1514,43,0.925,36,14,Non-IoT
14:cc:20:51:33:ea,990,85051,85.051,1205,43,0.925,38,13,Non-IoT
14:cc:20:51:33:ea,991,104060,104.06,1514,43,0.898,38,15,Non-IoT
14:cc:20:51:33:ea,992,88765,88.765,1514,43,0.909,38,14,Non-IoT
14:cc:20:51:33:ea,993,76843,76.843,753,43,0.933,27,12,Non-IoT
14:cc:20:51:33:ea,994,103800,103.8,1514,43,0.894,44,14,Non-IoT
14:cc:20:51:33:ea,995,91884,91.884,1510,43,0.936,38,14,Non-IoT
14:cc:20:51:33:ea,996,96090,96.09,1514,43,0.902,40,15,Non-IoT
14:cc:20:51:33:ea,997,90006,90.006,753,43,0.891,36,14,Non-IoT
14:cc:20:51:33:ea,998,94050,94.05,1514,43,0.905,43,14,Non-IoT
14:cc:20:51:33:ea,999,91500,91.5,1514,43,0.91,43,14,Non-IoT
14:cc:20:51:33:ea,1000,99634,99.634,1514,43,0.86,44,14,Non-IoT
14:cc:20:51:33:ea,1001,104990,104.99,1514,43,0.884,46,15,Non-IoT
14:cc:20:51:33:ea,1002,79414,79.414,753,43,0.93,35,14,Non-IoT
14:cc:20:51:33:ea,1003,105502,105.502,1484,43,0.9,47,15,Non-IoT
14:cc:20:51:33:ea,1004,109160,109.16,1514,43,0.918,47,14,Non-IoT
14:cc:20:51:33:ea,1005,85964,85.964,753,43,0.912,39,14,Non-IoT
14:cc:20:51:33:ea,1006,82210,82.21,753,43,0.924,37,13,Non-IoT
14:cc:20:51:33:ea,1007,103434,103.434,1514,43,0.89,43,15,Non-IoT
14:cc:20:51:33:ea,1008,79208,79.208,753,43,0.934,34,13,Non-IoT
14:cc:20:51:33:ea,1009,95942,95.942,1514,43,0.908,34,14,Non-IoT
14:cc:20:51:33:ea,1010,93800,93.8,1514,43,0.906,38,14,Non-IoT
14:cc:20:51:33:ea,1011,90698,90.698,1510,43,0.92,35,13,Non-IoT
14:cc:20:51:33:ea,1012,92944,92.944,1514,43,0.898,43,15,Non-IoT
14:cc:20:51:33:ea,1013,97100,97.1,1514,43,0.888,34,14,Non-IoT
14:cc:20:51:33:ea,1014,101816,101.816,1514,43,0.894,44,15,Non-IoT
14:cc:20:51:33:ea,1015,83564,83.564,753,43,0.912,44,16,Non-IoT
14:cc:20:51:33:ea,1016,108134,108.134,1514,43,0.845,69,19,Non-IoT
14:cc:20:51:33:ea,1017,105206,105.206,1514,43,0.833,70,19,Non-IoT
14:cc:20:51:33:ea,1018,97015,97.015,1305,43,0.845,84,19,Non-IoT
14:cc:20:51:33:ea,1019,111900,111.9,1514,43,0.839,92,19,Non-IoT
14:cc:20:51:33:ea,1020,111314,111.314,1514,43,0.846,85,18,Non-IoT
14:cc:20:51:33:ea,1021,471827,471.827,1514,43,0.938,70,17,Non-IoT
14:cc:20:51:33:ea,1022,108952,108.952,1514,43,0.859,97,18,Non-IoT
14:cc:20:51:33:ea,1023,106981,106.981,1514,43,0.845,77,19,Non-IoT
14:cc:20:51:33:ea,1024,104791,104.791,1514,43,0.869,68,18,Non-IoT
14:cc:20:51:33:ea,1025,94512,94.512,1514,43,0.857,61,18,Non-IoT
14:cc:20:51:33:ea,1026,110053,110.053,1514,43,0.861,81,18,Non-IoT
14:cc:20:51:33:ea,1027,109678,109.678,1514,43,0.833,87,19,Non-IoT
14:cc:20:51:33:ea,1028,127325,127.325,1514,43,0.866,80,18,Non-IoT
14:cc:20:51:33:ea,1029,116004,116.004,1514,43,0.86,78,19,Non-IoT
14:cc:20:51:33:ea,1030,106523,106.523,1514,43,0.849,76,19,Non-IoT
14:cc:20:51:33:ea,1031,127043,127.043,1514,43,0.857,84,18,Non-IoT
14:cc:20:51:33:ea,1032,122836,122.836,1514,43,0.851,87,19,Non-IoT
14:cc:20:51:33:ea,1033,105588,105.588,1514,43,0.857,78,19,Non-IoT
14:cc:20:51:33:ea,1034,131022,131.022,1514,43,0.873,81,19,Non-IoT
14:cc:20:51:33:ea,1035,118888,118.888,1514,43,0.871,79,19,Non-IoT
14:cc:20:51:33:ea,1036,108987,108.987,1514,43,0.848,82,19,Non-IoT
14:cc:20:51:33:ea,1037,96502,96.502,1514,43,0.855,68,19,Non-IoT
14:cc:20:51:33:ea,1038,112128,112.128,1514,43,0.864,73,19,Non-IoT
14:cc:20:51:33:ea,1039,111000,111.0,1514,43,0.839,79,17,Non-IoT
14:cc:20:51:33:ea,1040,698743,698.743,1514,43,0.96,90,16,Non-IoT
14:cc:20:51:33:ea,1041,358582,358.582,1514,43,0.943,100,17,Non-IoT
14:cc:20:51:33:ea,1042,97036,97.036,1514,43,0.863,91,18,Non-IoT
14:cc:20:51:33:ea,1043,205016,205.016,1514,43,0.903,85,18,Non-IoT
14:cc:20:51:33:ea,1044,126311,126.311,1514,43,0.862,80,19,Non-IoT
14:cc:20:51:33:ea,1045,106800,106.8,1514,43,0.86,80,19,Non-IoT
14:cc:20:51:33:ea,1046,168896,168.896,1514,43,0.862,79,19,Non-IoT
14:cc:20:51:33:ea,1047,163588,163.588,1514,43,0.901,77,18,Non-IoT
14:cc:20:51:33:ea,1048,114278,114.278,1514,43,0.873,70,19,Non-IoT
14:cc:20:51:33:ea,1049,118670,118.67,1514,43,0.853,87,19,Non-IoT
14:cc:20:51:33:ea,1050,140745,140.745,1514,43,0.898,72,18,Non-IoT
14:cc:20:51:33:ea,1051,102753,102.753,1514,43,0.867,78,19,Non-IoT
14:cc:20:51:33:ea,1052,103886,103.886,1514,43,0.881,61,19,Non-IoT
14:cc:20:51:33:ea,1053,103089,103.089,1514,43,0.859,76,18,Non-IoT
14:cc:20:51:33:ea,1054,109613,109.613,1514,43,0.853,76,18,Non-IoT
14:cc:20:51:33:ea,1055,112062,112.062,1514,43,0.87,63,19,Non-IoT
14:cc:20:51:33:ea,1056,102982,102.982,1514,43,0.855,78,19,Non-IoT
14:cc:20:51:33:ea,1057,110207,110.207,1514,43,0.864,75,19,Non-IoT
14:cc:20:51:33:ea,1058,135331,135.331,1514,43,0.869,66,19,Non-IoT
14:cc:20:51:33:ea,1059,143248,143.248,1514,43,0.877,81,19,Non-IoT
14:cc:20:51:33:ea,1060,105312,105.312,1514,43,0.832,76,19,Non-IoT
14:cc:20:51:33:ea,1061,103739,103.739,1514,43,0.843,68,17,Non-IoT
14:cc:20:51:33:ea,1062,103936,103.936,1514,43,0.856,76,19,Non-IoT
14:cc:20:51:33:ea,1063,107802,107.802,1514,43,0.855,72,19,Non-IoT
14:cc:20:51:33:ea,1064,106133,106.133,1514,43,0.853,87,18,Non-IoT
14:cc:20:51:33:ea,1065,100466,100.466,1514,43,0.861,70,19,Non-IoT
14:cc:20:51:33:ea,1066,107414,107.414,1514,43,0.849,62,19,Non-IoT
14:cc:20:51:33:ea,1067,108011,108.011,1514,43,0.856,66,17,Non-IoT
14:cc:20:51:33:ea,1068,108839,108.839,1514,43,0.854,72,18,Non-IoT
14:cc:20:51:33:ea,1069,107758,107.758,1514,43,0.857,71,20,Non-IoT
14:cc:20:51:33:ea,1070,101831,101.831,1514,43,0.86,68,19,Non-IoT
14:cc:20:51:33:ea,1071,289482,289.482,1514,43,0.905,77,18,Non-IoT
14:cc:20:51:33:ea,1072,126260,126.26,1514,43,0.872,82,18,Non-IoT
14:cc:20:51:33:ea,1073,99172,99.172,1514,43,0.854,73,19,Non-IoT
14:cc:20:51:33:ea,1074,103760,103.76,1514,43,0.868,73,19,Non-IoT
14:cc:20:51:33:ea,1075,103053,103.053,1514,43,0.9,79,18,Non-IoT
14:cc:20:51:33:ea,1076,105809,105.809,1514,43,0.868,68,18,Non-IoT
14:cc:20:51:33:ea,1077,111299,111.299,1514,43,0.861,70,19,Non-IoT
14:cc:20:51:33:ea,1078,97823,97.823,1514,43,0.865,65,17,Non-IoT
14:cc:20:51:33:ea,1079,109394,109.394,1514,43,0.865,70,19,Non-IoT
14:cc:20:51:33:ea,1080,98817,98.817,1514,43,0.866,75,17,Non-IoT
14:cc:20:51:33:ea,1081,105908,105.908,1514,43,0.847,65,19,Non-IoT
14:cc:20:51:33:ea,1082,106590,106.59,1514,43,0.851,68,19,Non-IoT
14:cc:20:51:33:ea,1083,97607,97.607,1514,43,0.866,65,17,Non-IoT
14:cc:20:51:33:ea,1084,112644,112.644,1514,43,0.84,65,19,Non-IoT
14:cc:20:51:33:ea,1085,111244,111.244,1514,43,0.869,74,18,Non-IoT
14:cc:20:51:33:ea,1086,98054,98.054,1514,43,0.856,76,18,Non-IoT
14:cc:20:51:33:ea,1087,107109,107.109,1514,43,0.868,71,19,Non-IoT
14:cc:20:51:33:ea,1088,105300,105.3,1514,43,0.855,71,18,Non-IoT
14:cc:20:51:33:ea,1089,94498,94.498,1514,43,0.876,64,18,Non-IoT
14:cc:20:51:33:ea,1090,109917,109.917,1514,43,0.858,74,19,Non-IoT
14:cc:20:51:33:ea,1091,101661,101.661,1514,43,0.847,68,18,Non-IoT
14:cc:20:51:33:ea,1092,100397,100.397,1514,43,0.858,63,19,Non-IoT
14:cc:20:51:33:ea,1093,108679,108.679,1514,43,0.844,74,19,Non-IoT
14:cc:20:51:33:ea,1094,109695,109.695,1514,43,0.859,84,17,Non-IoT
14:cc:20:51:33:ea,1095,103540,103.54,1514,43,0.863,69,19,Non-IoT
14:cc:20:51:33:ea,1096,107002,107.002,1514,43,0.847,75,19,Non-IoT
14:cc:20:51:33:ea,1097,101626,101.626,1514,43,0.864,70,18,Non-IoT
14:cc:20:51:33:ea,1098,111279,111.279,1514,43,0.833,70,18,Non-IoT
14:cc:20:51:33:ea,1099,99353,99.353,1514,43,0.854,69,19,Non-IoT
14:cc:20:51:33:ea,1100,114018,114.018,1514,43,0.873,64,18,Non-IoT
14:cc:20:51:33:ea,1101,144842,144.842,1514,43,0.868,83,19,Non-IoT
14:cc:20:51:33:ea,1102,102225,102.225,1514,43,0.86,69,18,Non-IoT
14:cc:20:51:33:ea,1103,100878,100.878,1514,43,0.863,65,18,Non-IoT
14:cc:20:51:33:ea,1104,111956,111.956,1514,43,0.851,70,19,Non-IoT
14:cc:20:51:33:ea,1105,103012,103.012,1514,43,0.868,70,18,Non-IoT
14:cc:20:51:33:ea,1106,103178,103.178,1514,43,0.869,68,18,Non-IoT
14:cc:20:51:33:ea,1107,102440,102.44,1514,43,0.862,69,19,Non-IoT
14:cc:20:51:33:ea,1108,136597,136.597,1514,43,0.891,74,18,Non-IoT
14:cc:20:51:33:ea,1109,101848,101.848,1514,43,0.852,74,19,Non-IoT
14:cc:20:51:33:ea,1110,115480,115.48,1514,43,0.862,64,17,Non-IoT
14:cc:20:51:33:ea,1111,112282,112.282,1514,43,0.854,91,19,Non-IoT
14:cc:20:51:33:ea,1112,106950,106.95,1514,43,0.848,75,18,Non-IoT
14:cc:20:51:33:ea,1113,111601,111.601,1514,43,0.846,82,18,Non-IoT
14:cc:20:51:33:ea,1114,107232,107.232,1514,43,0.854,71,19,Non-IoT
14:cc:20:51:33:ea,1115,109935,109.935,1514,43,0.868,62,18,Non-IoT
14:cc:20:51:33:ea,1116,107348,107.348,1514,43,0.856,86,19,Non-IoT
14:cc:20:51:33:ea,1117,115269,115.269,1514,43,0.856,84,19,Non-IoT
14:cc:20:51:33:ea,1118,93140,93.14,1070,43,0.885,56,19,Non-IoT
14:cc:20:51:33:ea,1119,100698,100.698,1514,43,0.879,63,18,Non-IoT
14:cc:20:51:33:ea,1120,93188,93.188,1514,43,0.882,65,18,Non-IoT
14:cc:20:51:33:ea,1121,99511,99.511,1514,43,0.88,67,18,Non-IoT
14:cc:20:51:33:ea,1122,96272,96.272,1514,43,0.877,69,18,Non-IoT
14:cc:20:51:33:ea,1123,111494,111.494,1514,43,0.871,76,18,Non-IoT
14:cc:20:51:33:ea,1124,101147,101.147,1514,43,0.893,71,19,Non-IoT
14:cc:20:51:33:ea,1125,100838,100.838,1514,43,0.867,64,18,Non-IoT
14:cc:20:51:33:ea,1126,137801,137.801,1514,43,0.87,76,19,Non-IoT
14:cc:20:51:33:ea,1127,98958,98.958,1514,43,0.866,72,19,Non-IoT
14:cc:20:51:33:ea,1128,104524,104.524,1510,43,0.913,59,18,Non-IoT
14:cc:20:51:33:ea,1129,110767,110.767,1514,43,0.883,78,19,Non-IoT
14:cc:20:51:33:ea,1130,84316,84.316,1466,43,0.919,43,17,Non-IoT
14:cc:20:51:33:ea,1131,368577,368.577,1514,43,0.843,165,19,Non-IoT
14:cc:20:51:33:ea,1132,179011,179.011,1514,43,0.918,90,19,Non-IoT
14:cc:20:51:33:ea,1133,229301,229.301,1514,43,0.914,110,20,Non-IoT
14:cc:20:51:33:ea,1134,342421,342.421,1514,43,0.971,73,19,Non-IoT
14:cc:20:51:33:ea,1135,620043,620.043,1514,43,0.979,62,15,Non-IoT
14:cc:20:51:33:ea,1136,786782,786.782,1514,43,0.974,63,16,Non-IoT
14:cc:20:51:33:ea,1137,145318,145.318,1514,43,0.954,81,18,Non-IoT
14:cc:20:51:33:ea,1138,127943,127.943,1514,43,0.943,78,19,Non-IoT
14:cc:20:51:33:ea,1139,167028,167.028,1514,43,0.897,99,18,Non-IoT
